Genome Name,CheA
Enriched soil aggregate microbial communities from Iowa State university to study microbial drivers of carbon cycling - Hofmockel_1000132-3 ISU MetaT (Metagenome Metatranscriptome),26
"Wastewater bioreactor microbial communities from Cape Town, South Africa - Thiocy_expt_1000_biof",157
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI074_LV_135m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI074_LV_135m_DNA, ASSEMBLY_DATE=20141004)",1535
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 36 (Luquillo Experimental Forest Soil Metagenome 36, ASSEMBLY_DATE=20121207)",4
"Soil microbial communities from Puerto Rico rain forest, that decompose switchgrass - feedstock-adapted consortia SG only (SG only, May 2011 assembly)",108
"Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 13_3 (Uranium-contaminated soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 13_3, ASSEMBLY_DATE=20140303)",4491
"Alkaline sediment microbial communities from Soda Lake, CA, USA - 7KL_010_BRINE (Soda Lake 7KL_010_BRINE, July 2012 Assem)",82
"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210-2 deep-092012 (NGEE Surface sample 210-2 deep-092012, ASSEMBLY_DATE=20130516)",1431
"Marine microbial communities from the West Antarctic Peninsula, for metatranscriptomic analysis - Coastal water metaG029-DNA",149
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 159571453",18
"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada - Soil microcosm metaTmtLMC (Metagenome Metatranscriptome)",80
"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA - Reactor 2_5/28/2013_ DNA",487
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 25 (Luquillo Experimental Forest Soil Metagenome 25, ASSEMBLY_DATE=20121207)",8
"Freshwater lake microbial communities from Lake Erie, under a cyanobacterial bloom - NOAA_Erie_Diel4S_1600h metaG",226
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  39 11/10/09 120m (Saanich Inlet 39 11/10/09 120m, March 2012 Assem)",46
"Archaeal communities from Yellowstone National Park, Wyoming, USA - Archaeal consortia 2 (NAG2) MetaG (Hypersaline microbial mat communities from Yellowstone National Park, Wyoming, USA - Archaeal consortia 2 (NAG2) MetaG, ASSEMBLY_DATE=20140930)",2
"Alkaline sediment microbial communities from Soda Lake, CA, USA - 1KL_011_SED (Soda Lake 1KL_011_SED, April 2012 Assem)",295
"Hypersaline microbial mat communities from Hot Lake, Washington, USA - Section #2 (Hot Lake mat section #2, ASSEMBLY_DATE=20130213)",32
"Biogas fermentation microbial communities from Germany - Plant 1 DNA2 (Biogas Plant 1 DNA2, ASSEMBLY_DATE=20131118)",5114
"Grassland soil microbial communities from Hopland, California, USA - Sample  H4_Bulk_46 (Metagenome Metatranscriptome, Counting Only)",3
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 60 (Metagenome Metatranscriptome)",140
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI047_200m_RNA,240
"Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P8 Core (1) Depth 19-21cm September2015",3238
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_40_5_4_2 metaT (Metagenome Metatranscriptome)",5
"Olavius algarvensis microbial communities from Capo di Sant'Andrea bay, Elba, Italy - Gamma3 (re-annotation)",1
"Groundwater microbial communities from the Columbia River, Washington, USA, for microbe roles in carbon and contaminant biogeochemistry - GW-RW metaG T4_23-Sept-14",2325
Marine viral communities from the Global Malaspina Expedition - Malaspina viral metaG Antarct_38,160
"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_11_10",2377
"Panchlora gut microbial communities from Gamboa, Panama - Panchlora_foregut_metagenome (Panchlora foregut, UnAmp Illumina Only Nov 2011 assem)",6
"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA, with PhiX - S5 (KBS Switchgrass S5 with PhiX, ASSEMBLY_DATE=20131117)",11147
Pelagic marine microbial communities from North Sea - COGITO_mtgs_120405,516
"Pelagic marine sediment microbial communities from the LTER site Helgoland, North Sea, for post-phytoplankton bloom and carbon turnover studies - OSD3 (Helgoland) metaG",4668
"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Su13.BD.MM110.DN (Laurentian Great Lakes metaG Su13.BD.MM110.DN, ASSEMBLY_DATE=20140926)",78
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 71 (Luquillo Experimental Forest Soil Metagenome 71, ASSEMBLY_DATE=20121204)",8
"Marine eukaryotic communities from CALCOFI LINE 67, Pacific Ocean - CN11_C50_N6_SortRC_1",4
"Human buccal mucosa microbial communities from NIH, USA - visit 1, subject 160158126",1
"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (Yellowstone National Park OP-GAMG-01, ASSEMBLY_DATE=20140115)",6095
Marine microbial communities from Antarctic ocean - Station_363 -- 0.8 um (Cold Waters_2),29
"Grassland soil microbial communities from Hopland, California, USA - Sample H2_Bulk_34 (Metagenome Metatranscriptome, Counting Only)",29
"Cubitermes P1 segment microbial communities from Max Planck Institute, Germany - Cu122P1",7859
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 20_HOW5,593
"Groundwater microbial communities from Crystal Geyser aquifers in Utah, USA - Crystal Geyser metaG 2015-15",1261
"Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation Sediment Column7K5-60",9
Worm MetaG Olavius ilvae PIANOSA.2,34
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_0.19_>0.8_DNA,2035
"Groundwater microbial communities from S. Glens Falls, New York, USA - Naphthalene biodegradation metagenome 12C3dose (Naphthalene biodegradation metagenome 12C3dose, ASSEMBLY_DATE=20140127)",1025
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 32 (Luquillo Experimental Forest Soil Metagenome 32, ASSEMBLY_DATE=20121204)",3
"Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - Metatranscriptome CAN11_04_M0_20 (Metagenome Metatranscriptome)",12
Marine viral communities from the Subarctic Pacific Ocean - 26B_WHOI_OMZ_CsCl metaG,83
"Upper troposphere microbial communities -  DC3-114 (Upper troposphere microbial communities -  DC3-114, ASSEMBLY_DATE=20140821)",377
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 70_HOW9,61
"Freshwater lentic microbial communities from great Laurentian Lakes, MI, USA - Great Lakes metaG HU45MSRF",430
"Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_OM2_O2 (Black Spruce, Ontario site 2_A8_OM2_O2, ASSEMBLY_DATE=20130306)",7041
"Grassland soil microbial communities from Hopland, California, USA - Sample H2_Rhizo_32 (Metagenome Metatranscriptome, Counting Only)",50
"Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy, sample from two redox zones- LI09_3 (Targeted Biofilm samples from two redox zones-LI09_3, Jan 2012 Assem)",4873
"Marine microbial communities from the Deep Pacific Ocean - MP2158 (Deep seawater metagenome MP2158, ASSEMBLY_DATE=20130220)",218
"Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation Sediment Column3K5-90",14
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - sample_A_09_P04_1000 (Line P sample_A_09_P04_1000, March 2012 Assem)",7
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - August 2008 P26 500m (Line P August 2008 P26 500m, March 2012 Assem)",8
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 764649650",2
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-BECK03-D (Nitrogen cycling UWRJBECK03D, ASSEMBLY_DATE=20140805)",1782
"Forest soil microbial communities from Willamette National Forest, Oregon, USA, amended with Nitrogen - NN410 (Forest Soil microbial communities with Nitrogen NN410, ASSEMBLY_DATE=20130213)",1628
"Grasslands soil microbial communities from Nunn, Colorado, USA, that are Nitrogen fertilized - NN1102 (Forest Soil microbial communities with Nitrogen NN1102, ASSEMBLY_DATE=20130213)",1046
"Compost microbial communities from Sao Paulo Zoo, Brazil - ZC2",221
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI075_135m_B (Metagenome Metatranscriptome),13
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01A5-12 (Nitrogen cycling UWRJ-G01A5-12, ASSEMBLY_DATE=20130823)",1532
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_1600(2)_B MetaT (Metagenome Metatranscriptome)",90
"Marine viral communities from the Pacific Ocean - LP-29 (Metagenome Std Draft M1627 Line P viral metagenome LP-29, ASSEMBLY_DATE=20130719)",84
"Freshwater microbial communities from Trout Bog Lake, WI - 22MAY2008 epilimnion (Trout Bog Lake May 22 2008 Epilimnion, new10pct subsample IHTS Merged Reads)",23
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S9 Surf_B metaT (Metagenome Metatranscriptome),11
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G09K4-12 (Nitrogen cycling UWRJG09K412, ASSEMBLY_DATE=20140514)",1155
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 87_LOW11,390
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-ROWE15-B (Nitrogen cycling UWRJ-ROWE15-B, ASSEMBLY_DATE=20140528)",1093
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaG HF029 (Microbial Forest Soil BW H30_O, ASSEMBLY_DATE=20130725)",1522
Thermophilic enriched microbial communities from mini bioreactor at UC Davis - Sample SG0.5JP960,71
"Saline lake microbial communities from Ace Lake, Antarctica - Antarctic Ace Lake Metagenome 02UKB",395
"Freshwater microbial communities from Lake Croche, Canada to study carbon cycling - C_130625_EF_MetaG",671
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_30_>0.8_RNA2 (Metagenome Metatranscriptome),43
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M5-3 metaG",14024
"Lentic ecosystem from Lake Huron, USA - Fa13.BD.MLB.SN",1981
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05A2w-11 (Nitrogen cycling UWRJG05A2w11, ASSEMBLY_DATE=20140516)",1278
"Soil microbial communities from Oklahoma, USA to study soil gas exchange rates - GP-OK-ARM metaT (Metagenome Metatranscriptome)",81
"Marine microbial communities from the Southern Atlantic Ocean, analyzing organic carbon cycling -  250m_A/KNORR_S2/LV (Marine microbial communities from the Southern Atlantic Ocean, analyzing organic carbon cycling -  250m_A/KNORR_S2/LV, ASSEMBLY_DATE=20140710)",1861
"Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA -  Metatranscriptome C0912_C27A4_35 (Metagenome Metatranscriptome)",6
"Soil and rhizosphere microbial communities from Laval, Canada - mgLAA",1918
"Freshwater microbial communities from Lake Mendota, WI - 22APR2009 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 22Apr09 ns, ASSEMBLY_DATE=20140125)",499
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - Fosmid plate 10 (1021230, ASSEMBLY_DATE=20140512)",1
"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Met_01_SludgeMetaT (Metagenome Metatranscriptome)",33
"Marine microbial communities from the Deep Indian Ocean - MP1141 (Deep seawater metagenome MP1141, ASSEMBLY_DATE=20130221)",179
"Hypersaline microbial communities from Antarctic Deep Lake, sample 36m 3.0um, 0.8um, 0.1um pool (HWGG+HTSY Jan 2011)",59
"Forest soil microbial communities from Willamette National Forest, Oregon, USA, amended with Nitrogen - NN395 (Forest Soil microbial communities with Nitrogen NN395, ASSEMBLY_DATE=20130221)",1354
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M3-3 metaG",16477
"Bioreactor anammox bacterial community from Nijmegen, The Netherlands - Brocadia fulgida enrichment (re-annotation)",6
Coral microbial communities from various places in Mexico - Siderastrea T C metatranscriptome (Eukaryote Community Metatranscriptome),8
Agricultural soil microbial communities from Utah to study Nitrogen management - NC Control,6863
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 69_HOW9,116
"Freshwater microbial communities from Lake Mendota, WI - 23JUL2008 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 23Jul08, ASSEMBLY_DATE=20130319)",188
"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_A6L_L (Metagenome Metatranscriptome)",19
"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM2_O2 (Mediterranean Blodgett CA OM2_O2, June 2012 Assem)",1619
"Premature human infant gut microbial communities from University of California, Berkeley, USA",3
"Marine microbial communities from the Deep Indian Ocean - MP0901 (Deep seawater metagenome MP0901, ASSEMBLY_DATE=20130221)",625
"Mixed alcohol bioreactor microbial communities from Texas A and M University - 55C, Day 16 (55 degree reactor)",82
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBE19Jun07",404
"Sediment ecosystem from Lake Washington, Seattle, Washington, USA - Methane enrichment (re-annotation)",34
"Wastewater bioreactor microbial communities from Cape Town, South Africa - Thiocy_expt_300_biof (Thiocyanate Bioreactor MetaG Thiocy_expt_300_biof, ASSEMBLY_DATE=20140910)",74
"Freshwater microbial communities from Lake Mendota, WI - 16NOV2012 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 16Nov12, ASSEMBLY_DATE=20140125)",283
"Barrow Graham LP Ref core NGADG0011-211 (Barrow Graham LP Ref core NGADG0011-211,NGADG0004-312, ASSEMBLY_DATE=20131005) (Barrow Graham LP Ref core NGADG0011-211,NGADG0004-312, ASSEMBLY_DATE=20131005)",8030
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K5-10-3 metaG",21739
Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC115_MetaG,1610
FECB-27 Dark/N+ metaT (Metagenome Metatranscriptome),5
Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201306PF45B,932
1_050719N,4
"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany - Inanidrilus exumae BAHAMAS.2",20
"Estuarine microbial mat communities from Elkhorn Slough, Moss Landing, CA, USA - CR2B Metatranscriptome (Metagenome Metatranscriptome)",71
"Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_D",1
Coral microbial communities from various places in Mexico - Orbicella T R B metatranscriptome (Eukaryote Community Metatranscriptome),4
"Human stool microbial communities from NIH, USA - visit 1, subject 764487809",24
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-MB",4
Nitrosomonas DOME D05B25,3
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C7-3B metaG",14649
Looe Key pool,80
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 16_LOW5,89
"Human stool microbial communities from NIH, USA - visit 2, subject 763840445",20
"Lentic microbial communities from Lake Waban, Wellesley MA, that are anoxygenic and photosynthetic, photosynthetic consortia incandescent light (FW_incandescent_CN)",47
"Marine microbial and viral communities from Louisana Shelf, Gulf of Mexico - GoM_2015_C6C_206_18m (Metagenome Metatranscriptome)",28
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO22-A (Nitrogen cycling UWRJSCHO22A, ASSEMBLY_DATE=20140803)",1970
"Tabebuia heterophylla rhizosphere microbial communities from the University of Puerto Rico -  S5T2R1 (Tabebuia heterophylla rhizosphere microbial communities from the University of Puerto Rico -  S5T2R1, ASSEMBLY_DATE=20140825)",14020
"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 764487809",2
"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA Ref_O2 (Mediterranean Blodgett CA Ref_O2, ASSEMBLY_DATE=20130115)",3
"Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_Ref_O2 (Black Spruce, Ontario site 2_A8_Ref_O2, ASSEMBLY_DATE=20130227)",4557
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-ROWE17-A (Nitrogen cycling UWRJROWE17A, ASSEMBLY_DATE=20140514)",1833
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -   MetaT SI072_120m_B (Metagenome Metatranscriptome),8
"Soil and rhizosphere microbial communities from Laval, Canada - mgHAB",1907
Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_B_D1_MG,2318
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-MA",5
"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes from Sediment core from a heavy oil reservoir,Alberta Canada  Inniskillen 614.3 (Inniskillen 614.3: 454 sequencing assembly)",7
"Cellulose-adapted microbial communities from the Joint BioEnergy Institute, USA - Passage B1F05",33
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-I4",2
"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-00",157
Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S23 Surf_A metaT (Metagenome Metatranscriptome),1
"Forest soil microbial communities from Thunder Bay, Ontario, Canada - Black Spruce, Ontario site 2_A8_OM2_M3 (Black Spruce, Ontario site 2_A8_OM2_M3, ASSEMBLY_DATE=20130311)",6455
"Marine microbial communities from the Deep Indian Ocean - MP0960 (Deep seawater metagenome MP0960, ASSEMBLY_DATE=20130626)",391
"Enhanced biological phosphorus removal bioreactor viral communities from the University of Queensland, Australia - SBR4-V91805 Phage Sequencing",3
Singapore Air Sample 1,15
"Marine sediment microbial communities from White Oak River estuary, North Carolina - WOR-2-30_32 (Deep Marine Sediments WOR-2-30_32, ASSEMBLY_DATE=20130616)",3425
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 106_HOW12,41
"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP04_OM1 (Bog Forest metaG ECP04OM1, ASSEMBLY_DATE=20140815)",7421
"Soil and rhizosphere microbial communities from Laval, Canada - mgHMA",1898
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF129 (Metagenome Metatranscriptome, Counting Only)",2
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 98_LOW12,31
Biogas fermentation microbial communities from Germany - Plant 4 RNA1 (Metagenome Metatranscriptome),75
Soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2A_B_D1_MG,2138
"Hypersaline microbial mat communities from Hot Lake, Washington, USA - Section #5",42
"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Col_mLB (Arabidopsis plate scrape MFColmLB, ASSEMBLY_DATE=20140816)",1179
"Thermophilic microbial communities from the Joint Bioenergy Institute, California, USA of rice/straw/compost enrichment - eDNA_2",197
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I5",12
"Marine algal microbial communities from Maine, USA - Maine_Asex2 metaG",175
"Bog forest soil microbial communities from Calvert Island, British Columbia, Canada - ECP12_OM1 (Bog Forest metaG ECP12OM1, ASSEMBLY_DATE=20140815)",7182
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S4LV_130m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI037_S4LV_130m_DNA, ASSEMBLY_DATE=20140930)",1815
"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_10_40",692
"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 159713063",16
"Groundwater microbial communities from Big Spring, Nevada to study Microbial Dark Matter (Phase II) - Ash Meadows Crystal Spring",4369
Gut Microbiota of 1 Month Old Human Infant,6
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBE17Sep08",387
"Lotic microbial communities from Mississippi River at two locations in the state of Minnesota, sample from River Site 1, Mississippi Headwaters",152
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 20 (Metagenome Metatranscriptome, Counting Only)",1
"Freshwater microbial communities from Lake Mendota, WI - 10AUG2009 deep hole epilimnion (Lake Mendota Deep Hole Epilimnion 10Aug09, ASSEMBLY_DATE=20140128)",471
Deep ocean microbial communities from the Global Malaspina Expedition - Deep seawater metaT MP1089 (Metagenome Metatranscriptome),65
"Marine cyanobacterial communities from Panama, similar to Leptolyngbya sp (Marine Cyanobacterial species 1 Leptolyngbya sp, ASSEMBLY_DATE=20130517)",1929
"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C16_HNv2",1
"Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-RE",53
"Human attached/keratinized gingiva microbial communities from NIH, USA - visit 1, subject 763577454",9
"Marine microbial communities from oxygen minimum zone in mesopelagic equatorial Pacific - METZYME_5_50m (METZYME_5_50m, ASSEMBLY_DATE=20140105)",728
"Agave microbial communities from California, USA -  Mg.Ma.e",1846
"Switchgrass rhizosphere microbial communities from Michigan, USA - East Lansing farm soil (454/Illumina contigs)",29
"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series 2014_10_20",42
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M1-3 metaG",15652
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaG HF011 (Microbial Forest Soil SWN H13_O, ASSEMBLY_DATE=20130719)",2691
"Enhanced biological phosphorus removal bioreactor viral communities from the University of Queensland, Australia - SBR4-V91307 Phage Sequencing",2
"Forest soil microbial communities from Browns Valley, California, USA, that are Nitrogen fertilized -  NN109 (Forest Soil microbial communities with Nitrogen NN109, ASSEMBLY_DATE=20130603)",2362
"Host-associated microbial communities from peat moss isolated from Minnesota, USA - S1T2_Fb - Sphagnum magellanicum MG",4065
"Freshwater microbial communities from Trout Bog Lake, WI - 29MAY2009 epilimnion (Trout Bog Lake May 29 2009 Epilimnion, new10pct subsample IHSU Merged Reads)",68
Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM9B Gulf of Mexico,1355
"Marine microbial communities from Rangirora Atoll, Polynesia Archipelagos - GS051",7
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaG HF001 (Microbial Forest Soil SWN C1_O, ASSEMBLY_DATE=20130719)",2571
"Blue grama grass rhizosphere microbial communities from Sevilleta, New Mexico, USA - RHZ soil N,W,P treatment plot 28",13
"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 1 Avi (Yellowstone National Park Obsidian Pool site 1 Avi, ASSEMBLY_DATE=20131117)",20
Coassembly of YNP Bryant MS undermat 2012 and YNP Bryant MS upper layer 2012,1259
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI075_165m_A (Metagenome Metatranscriptome),1
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  MA6M",1854
"Groundwater microbial communities from S. Glens Falls, New York, USA - Naphthalene biodegradation metagenome 12C5dose (Metagenome Std Draft M0478 Naphthalene biodegradation metagenome 12C5dose, ASSEMBLY_DATE=20130123)",697
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_20_>0.8_RNA1 (Metagenome Metatranscriptome),53
"Marine microbial communities from chronically polluted sediments in Tierra del Fuego - site MC sample ARG 02_11.3m (Tierra del Fuego site MC sample ARG 02_11.3m, Jan 2012 Assem)",12324
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_0800_B MetaT (Metagenome Metatranscriptome)",40
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 159915365",18
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 43_HOW7,425
"Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - Metatranscriptome CAN11_66_BLW_10 (Metagenome Metatranscriptome)",5
"Hydrocarbon contaminated oil fields microbial communities from Alberta, Canada -  Microbes in  water sample from Medicine Hat oil field -PW_MHGC_2012April10 (PW_MHGC_2012April10: 454 assembly)",146
Marine microbial communities from the Southern Atlantic ocean - KN S15 Surf_B metaT (Metagenome Metatranscriptome),11
"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Val_03_SludgeMetaT (Metagenome Metatranscriptome)",102
"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01",552
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 160603188",17
Marine viral communities from the Subarctic Pacific Ocean - 30_WHOI_OMZ metaG,103
"Permafrost microbial communities from permafrost in Bonanza Creek, Alaska - Active Layer A2 (A2_first_velvet)",10
"Switchgrass rhizosphere microbial communities from Rose Lake, Michigan, USA - BV2.2 (BV2.2 January 2011 combined assembly)",4
"Aerobic enrichment media from Eden Landing Ponds, California, USA - A23 M3 (A23 M3 aerobic enrichment on miscanthus of planktonic cells taken from a salt flat in the South Bay, CA, ASSEMBLY_DATE=20130329)",325
"Forest soil microbial communities from Davy Crockett National Forest, Groveton, Texas, USA - Texas A ecozone_OM2H0_O3 (Texas A ecozone_OM2H0_O3, ASSEMBLY_DATE=20130222)",4990
"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 604812005",20
"Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - June 2008 P4 1000m (Line P June 2008 P4 1000m, March 2012 Assem)",2
Arabidopsis rhizosphere microbial communities from New York and Illinois - plate scrape CL_Cvi_mCL_r2,226
"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA - NGEE Permafrost159B-4B",210
Marine microbial communities from anoxic basin of Saanich Inlet - SI040908_100,9
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 159369152",20
"Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample SAE3-00 (EPA Superfund site SAE3-00, ASSEMBLY_DATE=20130920)",155
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 763536994",35
Microbial communities on the surface of bentonite enhanced biochar (D2B),230
"Peat soil microbial communities from Weissenstadt, Germany - Sb_50d_4_PS metaG",2772
"Hot spring microbial communities from Beatty, Nevada to study Microbial Dark Matter (Phase II) - OV2 TP3",3052
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaG HF004 (Microbial Forest Soil SWN C20_M, ASSEMBLY_DATE=20130719)",2353
